program_id,label_en,label_fr,org_years
BXH01,Canadian Firearms Investigative and Enforcement Services,Services d'enquête et d'application de la loi en matière d'armes à feu,"{""rcmp-grc"": [""2026-2027""]}"
BXH02,Criminal Intelligence Service Canada,Service canadien de renseignements criminels,"{""rcmp-grc"": [""2026-2027""]}"
BXH03,Forensic Science and Identification Services,Services des sciences judiciaires et de l'identité,"{""rcmp-grc"": [""2026-2027""]}"
BXH04,Canadian Police College,Collège canadien de police,"{""rcmp-grc"": [""2026-2027""]}"
BXH05,Sensitive and Specialized Investigative Services,Services d'enquêtes spécialisées et de nature délicate,"{""rcmp-grc"": [""2026-2027""]}"
BXH06,Specialized Technical Investigative Services,Services spécialisés d'enquêtes techniques,"{""rcmp-grc"": [""2026-2027""]}"
BXH07,RCMP Departmental Security,Sécurité ministérielle de la GRC,"{""rcmp-grc"": [""2025-2026""]}"
BXH08,RCMP Operational IM/IT Services,Services opérationnels de la GI-TI de la GRC,"{""rcmp-grc"": [""2025-2026""]}"
BXH09,Canadian Firearms Licensing and Registration,Délivrance de permis et enregistrement des armes à feu au Canada,"{""rcmp-grc"": [""2026-2027""]}"
BXH10,National Cybercrime Coordination Centre,Centre National de coordination contre la cybercriminalite,"{""rcmp-grc"": [""2026-2027""]}"
BXI01,Provincial/Territorial Policing,Services de police provinciaux et territoriaux,"{""rcmp-grc"": [""2025-2026""]}"
BXI02,Municipal Policing,Services de police municipaux,"{""rcmp-grc"": [""2025-2026""]}"
BXI03,Indigenous Policing,Services de police autochtones,"{""rcmp-grc"": [""2026-2027""]}"
BXI04,Operational Policing Support,Soutien policier opérationnel,"{""rcmp-grc"": [""2026-2027""]}"
BXI05,Force Generation,Mise sur pied de la force,"{""rcmp-grc"": [""2026-2027""]}"
BXI06,Excellence in Operations,Excellence des opérations,"{""rcmp-grc"": [""2026-2027""]}"
BXI07,Community Safety Policing Support,Soutien à la police de sécurité communautaire,"{""rcmp-grc"": [""2026-2027""]}"
BXI08,Provincial/Territorial/Municipal Policing,"Services de police provinciaux, territoriaux et municipaux","{""rcmp-grc"": [""2026-2027""]}"
HGD00,International Policing Operations,Opérations policières internationales,"{""rcmp-grc"": [""2018-2019""]}"
HGE00,Canadian Police Culture and Heritage,Culture et patrimoine de la police canadienne,"{""rcmp-grc"": [""2018-2019""]}"
HGF00,Transfer Payments,Paiements de transfert,"{""rcmp-grc"": [""2018-2019""]}"
BEN00,Appeal case reviews,Examen d'appels,"{""erc-cee"": [""2018-2019""]}"
BXJ01,Appeal case reviews,Examen d'appels,"{""erc-cee"": [""2026-2027""]}"
ISS50,Internal services,Services internes,"{""erc-cee"": [""2026-2027""]}"
AYX00,Civilian review of Royal Canadian Mounted Police members' conduct in the performance of their duties,Examen civil de la conduite des membres de la Gendarmerie royale du Canada dans l'exercice de leurs fonctions,"{""cpc-cpp"": [""2018-2019""]}"
BXF01,Public Complaints,Plaintes du public,"{""cpc-cpp"": [""2026-2027""]}"
BXF02,Investigations,Enquêtes,"{""cpc-cpp"": [""2026-2027""]}"
BXF03,Public Education,Éducation du public,"{""cpc-cpp"": [""2026-2027""]}"
ISS30,Internal services,Services internes,"{""cpc-cpp"": [""2026-2027""], ""cwa-aec"": [""2026-2027""]}"
BWY01,Review of Canadian Security Intelligence Service operations,Examen des opérations du Service canadien du renseignement de sécurité,"{""sirc-csars"": [""2019-2020""]}"
BWY02,Investigation of complaints against the Canadian Security Intelligence Service,Enquêtes sur les plaintes contre le Service canadien du renseignement de sécurité,"{""sirc-csars"": [""2019-2020""]}"
BXW01,National security and intelligence activity reviews and complaints investigations,Surveillance des activités en matière de sécurité nationale et de renseignement et enquêtes sur les plaintes,"{""sirc-csars"": [""2026-2027""]}"
BSX00,"Senators, House Officers, and their Offices","Sénateurs, hauts fonctionnaires, et bureaux des sénateurs",
BSY00,Administrative Support,Soutien administratif,
BSZ00,"Chamber, Committees and Associations","Chambre, comités et associations",
BWC01,Email Services,Services liés au courriel,"{""ssc-spc"": [""2019-2020""]}"
BWC02,Hardware Provisioning,Achat de matériel,"{""ssc-spc"": [""2019-2020""]}"
BWC03,Software Provisioning,Achat de logiciels,"{""ssc-spc"": [""2019-2020""]}"
BWC04,Workplace Technology Services,Services de technologie en milieu de travail,"{""ssc-spc"": [""2019-2020""]}"
BWC05,Digital Communications,Communications numériques,"{""ssc-spc"": [""2019-2020""]}"
BWC06,Workplace Technologies,Technologies en milieu de travail,"{""ssc-spc"": [""2020-2021""]}"
BWD01,Bulk Print,Impression en bloc,"{""ssc-spc"": [""2019-2020""]}"
BWD02,File and Print,Fichiers et impression,"{""ssc-spc"": [""2019-2020""]}"
BWD03,Middleware & Database,Intergiciels et bases de données,"{""ssc-spc"": [""2019-2020""]}"
BWD04,Data Centre Facility,Installations des centres de données,"{""ssc-spc"": [""2019-2020""]}"
BWD05,High Performance  Computing Solution,Solution informatique de haute performance,"{""ssc-spc"": [""2019-2020""]}"
BWD06,Mid-Range,Milieu de gamme,"{""ssc-spc"": [""2019-2020""]}"
BWD07,Mainframe,Ordinateur central,"{""ssc-spc"": [""2019-2020""]}"
BWD08,Storage,Entreposage,"{""ssc-spc"": [""2019-2020""]}"
BWD09,Cloud,Infonuagique,"{""ssc-spc"": [""2020-2021""]}"
BWD10,Data Centre Information Technology Operations,Opérations en technologies de l'information des centres de données,"{""ssc-spc"": [""2020-2021""]}"
BWE01,Local Area Network,Réseau local,"{""ssc-spc"": [""2019-2020""]}"
BWE02,Wide Area Network,Réseau étendu,"{""ssc-spc"": [""2019-2020""]}"
BWE03,Internet,Internet,"{""ssc-spc"": [""2019-2020""]}"
BWE04,Satellite,Services satellites,"{""ssc-spc"": [""2019-2020""]}"
BWE05,Mobile Devices and Fixed-Line Phones,Appareils mobiles et téléphones fixes,"{""ssc-spc"": [""2019-2020""]}"
BWE06,Conferencing Services,Services de conférence,"{""ssc-spc"": [""2019-2020""]}"
BWE07,Contact Centre Infrastructure,Infrastructure du centre de contact,"{""ssc-spc"": [""2019-2020""]}"
BWE08,Toll-Free Voice,Services de voix sans frais,"{""ssc-spc"": [""2019-2020""]}"
BWE09,Telecommunications,Télécommunications,"{""ssc-spc"": [""2020-2021""]}"
BWE10,Networks,Réseaux,"{""ssc-spc"": [""2020-2021""]}"
BWF01,Identity and Access Management,Identité et gestion de l'accès,"{""ssc-spc"": [""2018-2019""]}"
BWF02,Secret Infrastructure,Infrastructure secrète,"{""ssc-spc"": [""2019-2020""]}"
BWF03,Infrastructure Security,Sécurité de l'infrastructure,"{""ssc-spc"": [""2019-2020""]}"
BWF04,Cyber Security Strategic Planning,Planification stratégique de la cybersécurité,"{""ssc-spc"": [""2019-2020""]}"
BWF05,Security Management and Governance,Gestion et gouvernance de la sécurité,"{""ssc-spc"": [""2019-2020""]}"
BWF06,Secure Remote Access,Accès à distance protégé,"{""ssc-spc"": [""2018-2019""]}"
BWF07,Security,Sécurité,"{""ssc-spc"": [""2020-2021""]}"
BWG01,Strategic Direction,Orientation stratégique,"{""ssc-spc"": [""2019-2020""]}"
BWG02,Service Management,Gestion des services,"{""ssc-spc"": [""2019-2020""]}"
BWG03,Customer Relationships,Relations avec les clients,"{""ssc-spc"": [""2019-2020""]}"
BWG04,Enterprise Services Design and Delivery,Conception et prestation des services d'entreprise,"{""ssc-spc"": [""2020-2021""]}"
BYE01,Workplace Technologies,Technologies en milieu de travail,"{""ssc-spc"": [""2026-2027""]}"
BYE02,Cloud,Infonuagique,"{""ssc-spc"": [""2025-2026""]}"
BYE03,Data Centre Information Technology Operations,Opérations en technologies de l'information des centres de données,"{""ssc-spc"": [""2025-2026""]}"
BYE04,Telecommunications,Télécommunications,"{""ssc-spc"": [""2026-2027""]}"
BYE05,Connectivity,Connectivité,"{""ssc-spc"": [""2026-2027""]}"
BYE06,Security,Sécurité,"{""ssc-spc"": [""2026-2027""]}"
BYE07,Enterprise Services Design and Delivery,Conception et prestation des services d'entreprise,"{""ssc-spc"": [""2026-2027""]}"
BYE08,Hosting Services,Services d'hébergement,"{""ssc-spc"": [""2026-2027""]}"
BNT01,Insight Research,Recherche axée sur la connaissance,"{""sshrc-crsh"": [""2026-2027""]}"
BNT02,Research Training and Talent Development,Formation en recherche et perfectionnement des compétences,"{""sshrc-crsh"": [""2026-2027""]}"
BNT03,Research Partnerships,Partenariats de recherche,"{""sshrc-crsh"": [""2026-2027""]}"
BNT04,New Frontiers in Research Fund,Fonds Nouvelles frontières en recherche,"{""sshrc-crsh"": [""2026-2027""]}"
BNT05,Canada Research Continuity Emergency Fund,Fonds d'urgence pour la continuité de la recherche au Canada,"{""sshrc-crsh"": [""2021-2022""]}"
BNT06,Canada Biomedical Research Fund,Fonds de recherche biomédicale du Canada,"{""sshrc-crsh"": [""2026-2027""]}"
BNU01,Research Support Fund,Fonds de soutien à la recherche,"{""sshrc-crsh"": [""2026-2027""]}"
BNS00,Standards Council of Canada,Conseil canadien des normes,"{""scc-ccn"": [""2026-2027""]}"
BNV01,Economic and Environmental Statistics,Statistique économique et environnementale,"{""statcan"": [""2026-2027""]}"
BNV02,Socio-economic Statistics,Statistique socioéconomique,"{""statcan"": [""2026-2027""]}"
BNV03,Censuses,Recensements,"{""statcan"": [""2026-2027""]}"
BNV04,Cost-Recovered Statistical Services,Services statistiques à frais recouvrables,"{""statcan"": [""2026-2027""]}"
BNV05,Centres of Expertise,Centres d'expertise,"{""statcan"": [""2026-2027""]}"
BSQ00,Funding the production of Canadian content,Financement à la production de contenus canadiens,"{""tf"": [""2026-2027""]}"
BSR00,Promoting Canadian talent and content,Promotion des talents et des contenus canadiens,"{""tf"": [""2026-2027""]}"
BXA01,Oversight and Treasury Board Support,Surveillance et soutien au Conseil du Trésor,"{""tbs-sct"": [""2026-2027""]}"
BXA02,"Expenditure Data, Analysis, Results, and Reviews","Données, analyses, résultats et examens des dépenses","{""tbs-sct"": [""2026-2027""]}"
BXA03,Results and Performance Reporting Policies and Initiatives,Initiatives et politiques relatives aux rapports sur les résultats et le rendement,"{""tbs-sct"": [""2018-2019""]}"
BXA04,Government-wide Funds,Fonds pangouvernementaux,"{""tbs-sct"": [""2022-2023""]}"
BXB01,Financial Management Policies and Initiatives,Politiques et initiatives liées à la gestion financière,"{""tbs-sct"": [""2022-2023""]}"
BXB02,Digital Policy,Politique numérique,"{""tbs-sct"": [""2022-2023""]}"
BXB03,"Digital Strategy, Planning, and Oversight","Stratégie, planification et surveillance du numérique","{""tbs-sct"": [""2022-2023""]}"
BXB04,Management Accountability Framework,Cadre de responsabilisation de gestion,"{""tbs-sct"": [""2022-2023""]}"
BXB05,Acquired Services and Assets Policies and Initiatives,Politiques et initiatives sur les biens et services acquis,"{""tbs-sct"": [""2022-2023""]}"
BXB06,Digital Comptrollership Program,Programme de la fonction de contrôle numérique,"{""tbs-sct"": [""2022-2023""]}"
BXB07,Internal Audit Policies and Initiatives,Politiques et initiatives sur la vérification interne,"{""tbs-sct"": [""2022-2023""]}"
BXB08,Communications and Federal Identity Policies and Initiatives,Politiques et initiatives sur les communications et l'image de marque du GC,"{""tbs-sct"": [""2026-2027""]}"
BXB09,Canadian Digital Service,Service numérique canadien,"{""tbs-sct"": [""2023-2024""]}"
BXB10,Greening Government Operations,Écologisation des activités gouvernementales,"{""tbs-sct"": [""2022-2023""]}"
BXB11,Public Service Accessibility,Accessibilité de la fonction publique,"{""tbs-sct"": [""2026-2027""]}"
BXB12,Comptrollership Program,Programme de la fonction de contrôleur,"{""tbs-sct"": [""2026-2027""]}"
BXB13,Digital Government Program,Programme du gouvernement numérique,"{""tbs-sct"": [""2026-2027""]}"
BXC01,Employee Relations and Total Compensation,Relations avec les employés et de la rémunération globale,"{""tbs-sct"": [""2022-2023""]}"
BXC02,Pension and Benefits Management,Gestion des pensions et des avantages sociaux,"{""tbs-sct"": [""2021-2022""]}"
BXC03,Workplace Policies and Services,Politiques et services en milieu de travail,"{""tbs-sct"": [""2022-2023""]}"
BXC04,Public Service Employer Payments,Paiements en tant qu'employeur de la fonction publique,"{""tbs-sct"": [""2026-2027""]}"
BXC05,Executive and Leadership Development,Perfectionnement des cadres supérieurs et en leadership,"{""tbs-sct"": [""2022-2023""]}"
BXC06,People Management Systems and Processes,Systèmes et processus de gestion des personnes,"{""tbs-sct"": [""2022-2023""]}"
BXC07,"Research, Planning and Renewal","Recherche, planification et renouvellement","{""tbs-sct"": [""2022-2023""]}"
BXC08,Employer Program,Programme d'employeur,"{""tbs-sct"": [""2026-2027""]}"
BXD01,"Regulatory Policy, Oversight, and Cooperation","Politique, surveillance et coopération réglementaires","{""tbs-sct"": [""2026-2027""]}"
BXD02,Regulatory Cooperation,Coopération en matière de réglementation,"{""tbs-sct"": [""2018-2019""]}"
BWL01,Review and Appeal,Révision et appel,"{""vrab-tacra"": [""2026-2027""]}"
BTZ00,VIA Rail Canada Inc.,VIA Rail Canada Inc.,"{""viarail"": [""2026-2027""]}"
BTQ00,Windsor-Detroit Bridge Authority,Autorité du pont Windsor-Détroit,"{""wdba-apwd"": [""2026-2027""]}"
BUE01,Reviews,Examens,"{""snsicp-scpssnr"": [""2026-2027""]}"
BWZ00,Economic and fiscal analysis,Analyse financière et économique,
BCZ01,Data Partnerships and Pan-Canadian Collaboration,Partenariats de données et Collaboration pancanadienne,"{""iic-iac"": [""2026-2027""]}"
BCZ02,Marketing,Marketing,"{""iic-iac"": [""2026-2027""]}"
BCZ03,Investor Services,Services aux investisseurs,"{""iic-iac"": [""2026-2027""]}"
BWS01,Education,Éducation,"{""isc-sac"": [""2018-2019""]}"
BWS02,Income Assistance,Aide au revenu,"{""isc-sac"": [""2018-2019""]}"
BWS03,Assisted Living,Aide à la vie autonome,"{""isc-sac"": [""2018-2019""]}"
BWS04,First Nations Child and Family Services,Services d'aide à l'enfance et à la famille des Premières Nations,"{""isc-sac"": [""2018-2019""]}"
BWS05,Family Violence Prevention,Prévention de la violence familiale,"{""isc-sac"": [""2018-2019""]}"
BWS06,Urban Programming for Indigenous,Programmes urbains pour les peuples Autochtones,"{""isc-sac"": [""2018-2019""]}"
BWT01,Indigenous Governance and Capacity,Gouvernance autochtone et capacités,"{""isc-sac"": [""2018-2019""]}"
BWT02,Water and Wastewater,L'eau et les eaux usées,"{""isc-sac"": [""2018-2019""]}"
BWT03,Education Facilities,Installations d'enseignement,"{""isc-sac"": [""2018-2019""]}"
BWT04,Housing,Logement,"{""isc-sac"": [""2018-2019""]}"
BWT05,Other Community Infrastructure and Activities,Autres infrastructures et activités communautaires,"{""isc-sac"": [""2018-2019""]}"
BWT06,Emergency Management Assistance,Aide à la gestion des urgences,"{""isc-sac"": [""2018-2019""]}"
BWU01,Clinical and Client Care,Pratique clinique et soins aux clients,"{""isc-sac"": [""2018-2019""]}"
BWU02,Home and Community Care,Soins à domicile et en milieu communautaire,"{""isc-sac"": [""2018-2019""]}"
BWU03,Communicable Diseases Control and Management,Contrôle et gestion des maladies transmissibles,"{""isc-sac"": [""2018-2019""]}"
BWU04,Mental Wellness,Bien-Être mental,"{""isc-sac"": [""2018-2019""]}"
BWU05,Healthy Living,Vie saine,"{""isc-sac"": [""2018-2019""]}"
BWU06,Healthy Child Development,Développement des enfants en santé,"{""isc-sac"": [""2018-2019""]}"
BWU07,Child First Initiative – Jordan's Principle,Initiative du principe de Jordan – Principe de l'enfant d'abord,"{""isc-sac"": [""2018-2019""]}"
BWU08,Supplementary Health Benefits,Prestations supplémentaires en Santé,"{""isc-sac"": [""2018-2019""]}"
BWU09,"Health Planning, Quality Management and Systems Integration","Planification de la santé, gestion de la qualité et intégration des systèmes","{""isc-sac"": [""2018-2019""]}"
BWU10,Health Human Resources,Ressources humaines en santé,"{""isc-sac"": [""2018-2019""]}"
BWU11,Health Facilities,Établissements de santé,"{""isc-sac"": [""2018-2019""]}"
BWU12,e-Health Infostructure,Infostructure cybersanté,"{""isc-sac"": [""2018-2019""]}"
BWU13,British Columbia Tripartite Health Governance,Gouvernance tripartite de la Colombie-Britannique en matière de santé,"{""isc-sac"": [""2018-2019""]}"
BWU14,Environmental Public Health,Hygiène du milieu,"{""isc-sac"": [""2018-2019""]}"
BXL01,Supplementary Health Benefits,Prestations supplémentaires en santé,"{""isc-sac"": [""2022-2023""]}"
BXL02,Clinical and Client Care,Pratique clinique et soins aux clients,"{""isc-sac"": [""2022-2023""]}"
BXL03,Community Oral Health Services,Services communautaires en santé buccodentaire,"{""isc-sac"": [""2022-2023""]}"
BXL04,Individual Affairs,Affaires individuelles,"{""isc-sac"": [""2022-2023""]}"
BXM01,Jordan's Principle and the Inuit Child First Initiative,Principe de Jordan et l'Initiative: les enfants Inuits d'abord,"{""isc-sac"": [""2022-2023""]}"
BXM02,Mental Wellness,Bien-être mental,"{""isc-sac"": [""2022-2023""]}"
BXM03,Healthy Living,Vie saine,"{""isc-sac"": [""2022-2023""]}"
BXM04,Healthy Child Development,Développement des enfants en santé,"{""isc-sac"": [""2022-2023""]}"
BXM05,Home and Community Care,Soins à domicile et en milieu communautaire,"{""isc-sac"": [""2022-2023""]}"
BXM06,Health Human Resources,Ressources humaines en santé,"{""isc-sac"": [""2022-2023""]}"
BXM07,Environmental Public Health,Hygiène du milieu,"{""isc-sac"": [""2022-2023""]}"
BXM08,Communicable Disease Control and Management,Contrôle et gestion des maladies transmissibles,"{""isc-sac"": [""2022-2023""]}"
BXM09,Education,Éducation,"{""isc-sac"": [""2022-2023""]}"
BXM10,Income Assistance,Le programme d'aide au revenu,"{""isc-sac"": [""2022-2023""]}"
BXM11,Assisted Living,Le Programme d'aide à la vie autonome,"{""isc-sac"": [""2022-2023""]}"
BXM12,First Nations Child and Family Services,Programme des services à l'enfance et à la famille des Premières Nations,"{""isc-sac"": [""2022-2023""]}"
BXM13,Family Violence Prevention,Le Programme de prévention de la violence familiale,"{""isc-sac"": [""2022-2023""]}"
BXM14,Urban Programming for Indigenous Peoples,Programmes urbains pour les peuples autochtones,"{""isc-sac"": [""2022-2023""]}"
BXP01,Health Facilities,Établissements de santé,"{""isc-sac"": [""2022-2023""]}"
BXP02,e-Health Infostructure,Infostructure cybersanté,"{""isc-sac"": [""2022-2023""]}"
BXP03,"Health Planning, Quality Management and Systems Integration","Planification de la santé, gestion de la qualité et intégration des systèmes","{""isc-sac"": [""2022-2023""]}"
BXP04,Indigenous Governance and Capacity,Gouvernance et capacités autochtones,"{""isc-sac"": [""2022-2023""]}"
BXP05,Water and Wastewater,L'eau et les eaux usées,"{""isc-sac"": [""2022-2023""]}"
BXP06,Education Facilities,Installations d'enseignement,"{""isc-sac"": [""2022-2023""]}"
BXP07,Housing,Logement,"{""isc-sac"": [""2022-2023""]}"
BXP08,Other Community Infrastructure and Activities,Autres infrastructures et activités communautaires,"{""isc-sac"": [""2022-2023""]}"
BXP09,Emergency Management Assistance,Aide à la gestion des urgences,"{""isc-sac"": [""2022-2023""]}"
BXP10,Indigenous Entrepreneurship and Business Development,Entreprenariat et développement des entreprises autochtones,"{""isc-sac"": [""2022-2023""]}"
BXP11,Economic Development Capacity and Readiness,Capacité de développement économique et disponibilité,"{""isc-sac"": [""2022-2023""]}"
BXP12,"Lands, Natural Resources and Environmental Management","Gestion des terres, des ressources naturelles et de l'environnement","{""isc-sac"": [""2022-2023""]}"
BXP13,"Statutory, Legislative and Policy Support to First Nations Governance","Soutien statutaire, législatif et politique à la gouvernance autochtone","{""isc-sac"": [""2022-2023""]}"
BXQ01,New Fiscal Relationship,Nouvelle relation financière,"{""isc-sac"": [""2022-2023""]}"
BXQ02,Self-Determined Services,Services autodéterminés,"{""isc-sac"": [""2021-2022""]}"
BXQ03,British Columbia Tripartite Health Governance,Gouvernance tripartite de la Colombie-Britannique en matière de santé,"{""isc-sac"": [""2022-2023""]}"
BYP01,Public Health and Disease Prevention,Santé publique et prévention des maladies,"{""isc-sac"": [""2026-2027""]}"
BYP02,Home and Long-Term Care,Soins à domicile et soins de longue durée,"{""isc-sac"": [""2026-2027""]}"
BYP03,Primary Health Care,Soins de santé primaires,"{""isc-sac"": [""2026-2027""]}"
BYP04,Health Systems Support,Soutien aux systèmes de santé,"{""isc-sac"": [""2026-2027""]}"
BYP05,Supplementary Health Benefits,Prestations supplémentaires en santé,"{""isc-sac"": [""2026-2027""]}"
BYP06,Jordan's Principle and the Inuit Child First Initiative,Principe de Jordan et Initiative : Les enfants inuits d'abord,"{""isc-sac"": [""2026-2027""]}"
BYP07,Safety and Prevention Services,Services de sécurité et de prévention,"{""isc-sac"": [""2026-2027""]}"
BYP08,Child and Family Services,Services à l'enfance et à la famille,"{""isc-sac"": [""2026-2027""]}"
BYP09,Income Assistance,Le programme d'aide au revenu,"{""isc-sac"": [""2026-2027""]}"
BYP10,Urban Programming for Indigenous Peoples,Programmes urbains pour les peuples autochtones,"{""isc-sac"": [""2026-2027""]}"
BYP11,Elementary and Secondary Education,Éducation primaire et secondaire,"{""isc-sac"": [""2026-2027""]}"
BYP12,Post-Secondary Education,Éducation postsecondaire,"{""isc-sac"": [""2026-2027""]}"
BYP13,Community Infrastructure,Infrastructures communautaires,"{""isc-sac"": [""2026-2027""]}"
BYP14,Communities & The Environment,Communautés et environnement,"{""isc-sac"": [""2026-2027""]}"
BYP15,Emergency Management Assistance,Aide à la gestion des urgences,"{""isc-sac"": [""2026-2027""]}"
BYP16,Community Economic Development,Développement économique communautaire,"{""isc-sac"": [""2026-2027""]}"
BYP17,Indigenous Entrepreneurship and Business Development,Entrepreneuriat et développement des entreprises autochtones,"{""isc-sac"": [""2026-2027""]}"
BYP18,Indigenous Governance and Capacity Supports,Gouvernance autochtone et soutien des capacités,"{""isc-sac"": [""2026-2027""]}"
BYP19,Individual Affairs,Affaires individuelles,"{""isc-sac"": [""2026-2027""]}"
BYP20,Mental Wellness and Health Promotion,Bien-être mental et promotion de la santé,"{""isc-sac"": [""2026-2027""]}"
BXK01,Leaders' Debates,Débats des chefs,
BEE01,Registry Services,Service de greffe,"{""atssc-scdata"": [""2026-2027""]}"
BEE02,Legal Services,Services juridiques,"{""atssc-scdata"": [""2026-2027""]}"
BEE03,Mandate and Members Services,Services liés aux mandats et aux membres,"{""atssc-scdata"": [""2026-2027""]}"
BWX01,Science and Technology,Science et technologie,"{""polar-polaire"": [""2026-2027""]}"
BWX02,Knowledge Management and Engagement,Gestion des connaissances et mobilisation,"{""polar-polaire"": [""2026-2027""]}"
BWX03,Canadian High Arctic Research Station (CHARS) Operations and Logistics,Opérations et logistique de la Station de recherche de l'Extrême-Arctique canadien,"{""polar-polaire"": [""2026-2027""]}"
BSW00,Physical security,Sécurité physique,
BXZ01,Standards Development,Élaboration des normes,"{""casdo-ocena"": [""2026-2027""]}"
BXZ02,Outreach and Knowledge Application,Sensibilisation et application des connaissances,"{""casdo-ocena"": [""2026-2027""]}"
BYK01,Innovation,Innovation,"{""pacifican"": [""2026-2027""]}"
BYK02,Business Growth,Croissance des entreprises,"{""pacifican"": [""2026-2027""]}"
BYK03,Business Services,Services aux entreprises,"{""pacifican"": [""2026-2027""]}"
BYK04,Community Initiatives,Initiatives communautaires,"{""pacifican"": [""2026-2027""]}"
BYL01,Business Development,Développement des affaires,"{""fednor"": [""2026-2027""]}"
BYL02,Regional Innovation Ecosystem,Écosystème régional de l'innovation,"{""fednor"": [""2026-2027""]}"
BYL03,Community Economic Development and Diversification,Développement et diversification économiques des collectivités,"{""fednor"": [""2026-2027""]}"
BYQ00,VIA HFR – VIA TGF Inc,VIA HFR – VIA TGF Inc,"{""hgr-tgf"": [""2026-2027""]}"
